timestamp,requests_per_sec,cpu_percent,memory_bytes,errors_per_sec
1769373551.830494,6.195674863815009,2.2,3863511040,0.0
1769373556.8342228,5.995528694687609,1.2,3866451968,0.0
1769373561.837998,5.5957750557788275,1.9,3855220736,0.0
1769373566.842083,7.993469233424878,1.3,3855835136,0.0
1769373571.8466809,9.591180138160494,2.4,3855413248,0.0
1769373576.8491404,8.595771695098561,1.3,3854790656,0.0
1769373581.853343,9.392105739218463,2.5,3849764864,0.0
1769373586.8567843,8.7939474183542,1.3,3850948608,0.0
1769373591.860557,13.58974589638403,2.4,3850694656,0.0
1769373596.8639839,11.392192269349701,1.6,3850170368,0.0
1769373601.8673801,11.392261754575065,2.3,3855167488,0.0
1769373606.870222,11.793296809293423,3.7,3876413440,0.0
1769373611.874148,12.989800927063703,2.6,3843706880,0.0
1769373616.8795748,15.583086480404521,1.8,3839307776,0.0
1769373621.8832743,14.98890958261521,2.6,3828531200,0.0
1769373626.8870392,15.388412931985426,1.6,3826221056,0.0
1769373631.8904612,14.789877742994062,3.5,3831062528,0.0
1769373636.894232,16.587490284617353,2.1,3834941440,0.0
1769373641.8981051,17.586377205957852,3.0,3836616704,0.0
1769373646.9019394,18.585747528469426,2.1,3836067840,0.0
1769373651.906072,17.18579590795171,2.7,3832274944,0.0
1769373656.9098983,16.78715319530337,1.9,3829096448,0.0
1769373661.9141555,19.98298567808781,3.0,3832958976,0.0
1769373666.9161637,20.991568947541946,5.2,3834761216,0.0
1769373671.9198887,19.985110885025613,3.0,3839221760,0.0
1769373676.924136,21.18200720423049,2.3,3838742528,0.0
1769373681.9275577,21.785091227088394,3.1,3841044480,0.0
1769373686.9312391,23.98234217903202,2.2,3837845504,0.0
1769373691.9345477,24.183997281538204,3.0,3840233472,0.0
1769373696.937271,22.387805561879475,2.2,3843616768,0.0
1769373701.9411316,23.981484022650967,3.3,3831291904,0.0
1769373706.9450474,22.982001476657267,2.3,3830448128,0.0
1769373711.9486625,22.983382366808513,3.2,3832717312,0.0
1769373716.9524572,24.181647724857864,2.4,3834556416,0.0
1769373721.9568553,23.779083406848613,3.1,3834724352,0.0
1769373726.959556,22.78769097502875,4.6,3842846720,0.0
1769373731.9637454,24.179740990212487,3.0,3843059712,0.0
1769373736.9674158,23.582688165459288,2.4,3841114112,0.0
1769373741.9709215,22.184445567720996,3.1,3837427712,0.0
1769373746.9747868,23.781615660043688,2.2,3838861312,0.0
1769373751.9785383,22.98275596308331,3.1,3842310144,0.0
1769373756.9801865,22.992420835245415,2.3,3845926912,0.0
1769373761.983766,23.38325937956215,3.2,3829633024,0.0
1769373766.989622,22.77332770942693,2.4,3830808576,0.0
1769373771.9935026,24.38107784161805,3.1,3834908672,0.0
1769373777.0002708,24.167286066205623,2.3,3834159104,0.0
1769373782.0039117,24.382245384727945,3.1,3830071296,0.0
1769373787.0064542,22.988310463772503,4.5,3846459392,0.0
1769373792.010316,22.782404393960526,3.2,3835301888,0.0
1769373797.0141556,24.18142996170362,2.6,3839315968,0.0
1769373802.0179286,22.982657406165476,3.3,3843473408,0.0
1769373807.021375,23.98346895962661,2.4,3842916352,0.0
1769373812.0248363,22.58436547193901,3.2,3844640768,0.0
1769373817.0272462,23.788534235760924,2.3,3843739648,0.0
1769373822.0307884,23.183575897831247,3.2,3841200128,0.0
1769373827.0342698,23.38371844021492,2.3,3848056832,0.0
1769373832.0377324,23.783529653493993,3.3,3829641216,0.0
1769373837.0420127,24.379129861907444,2.4,3830358016,0.0
1769373842.046322,22.180882670675636,3.0,3839291392,0.0
1769373847.0487852,24.987690552182457,4.5,3838652416,0.0
1769373852.0527081,21.383222982837694,3.0,3838197760,0.0
1769373857.056286,22.383982256806952,2.2,3839262720,0.0
1769373862.0608323,25.37692645865852,3.3,3842318336,0.0
1769373867.0644057,23.583145514251346,2.0,3841937408,0.0
1769373872.0679326,24.58265975543203,3.3,3839660032,0.0
1769373877.0737672,22.573658439191632,2.1,3840155648,0.0
1769373882.0773695,22.583729478421713,3.3,3824762880,0.0
1769373887.0808952,24.782524682283324,2.0,3829190656,0.0
1769373892.0845494,23.183056702133484,3.0,3829211136,0.0
1769373897.0884368,23.781510280364927,2.4,3829866496,0.0
1769373902.0922315,24.381496053162472,3.3,3833847808,0.0
1769373907.0944984,24.388942619970766,4.6,3848757248,0.0
1769373912.0981693,24.18224572956571,3.2,3837169664,0.0
1769373917.1021993,24.97986628152101,2.7,3834671104,0.0
1769373922.1060002,23.58207352561258,3.1,3838173184,0.0
1769373927.1097162,22.383364719270965,2.2,3838185472,0.0
1769373932.1135106,23.182407187919818,3.1,3839700992,0.0
1769373937.1161492,20.38924027814111,2.1,3839471616,0.0
1769373942.1201868,20.383539807956325,3.1,3828649984,0.0
1769373947.1234572,21.186142620166738,2.0,3827879936,0.0
1769373952.1271951,20.78446184192859,2.9,3832197120,0.0
1769373957.130208,20.187835232075322,2.0,3832590336,0.0
1769373962.1340098,19.784956221013058,2.7,3828604928,0.0
1769373967.1370966,17.789017752988435,3.9,3850035200,0.0
1769373972.1408188,17.986610080881942,2.6,3845754880,0.0
1769373977.1445324,18.186492499962835,2.0,3844657152,0.0
1769373982.1482882,17.187089718611848,2.8,3852804096,0.0
1769373987.1517694,17.787615729462342,2.0,3850649600,0.0
1769373992.1552994,16.788147482317772,2.8,3846438912,0.0
1769373997.1581414,13.79216067527536,1.6,3847127040,0.0
1769374002.1616316,14.389955208096918,2.4,3847835648,0.0
1769374007.1649892,14.190470676491879,1.7,3841265664,0.0
1769374012.1689775,14.788204141670139,2.2,3843321856,0.0
1769374017.1727266,14.788910883729617,1.9,3831361536,0.0
1769374022.1794736,14.580325287565573,2.3,3833593856,0.0
1769374027.1819153,12.393947676746485,3.6,3839090688,0.0
1769374032.185018,11.193054084498613,2.0,3843600384,0.0
1769374037.1886342,11.59161672349714,1.9,3840528384,0.0
1769374042.1927543,10.990943217766466,1.9,3841462272,0.0
1769374047.1967192,12.19033330712807,1.6,3840806912,0.0
1769374052.2009268,11.190582875891032,2.1,3842887680,0.0
1769374057.1974275,8.606022958706138,2.1,3845214208,0.0
1769374062.2010217,7.7943971377920045,1.9,3849084928,0.0
1769374067.205093,7.593816756490048,1.3,3851300864,0.0
1769374072.2088907,8.993169203174716,2.0,3836293120,0.0
1769374077.212624,7.994031022463762,1.5,3831504896,0.0
1769374082.2168338,7.993270055324228,1.6,3835912192,0.0
1769374087.2186396,5.797906048755013,3.1,3850407936,0.0
1769374092.2224376,5.39590126480349,1.7,3832258560,0.0
1769374097.2259848,6.195604600656101,1.5,3836153856,0.0
1769374102.230098,5.995068220284636,1.6,3842588672,0.0
1769374107.2334762,5.596219023354439,1.4,3843751936,0.0
1769374112.2373064,4.996172737358776,1.6,3845206016,0.0
1769374117.2408116,3.5974780024722888,1.1,3841159168,0.0
1769374122.2448435,2.3980662489730653,1.3,3839758336,0.0
1769374127.2486603,2.3981693128333497,0.9,3833774080,0.0
1769374132.2529674,2.397934404134241,1.3,3841970176,0.0
1769374137.2566714,2.598075308895159,1.2,3835379712,0.0
1769374142.2607784,2.597866113582965,1.3,3836514304,0.0
1769374147.2636373,0.5996571307823557,2.9,3845074944,0.0
1769374152.269814,0.0,1.1,3837616128,0.0
1769374157.2744658,0.0,1.0,3838894080,0.0
1769374162.27808,0.0,1.1,3841851392,0.0
1769374167.2823987,0.0,1.0,3839361024,0.0
1769374172.2860684,0.0,1.0,3844861952,0.0
1769374177.2893095,0.0,0.8,3843051520,0.0
1769374182.293268,0.0,1.3,3833323520,0.0
1769374187.2978785,0.0,0.8,3834765312,0.0
1769374192.3021233,0.0,1.1,3827449856,0.0
1769374197.306289,0.0,0.8,3831255040,0.0
1769374202.3131704,0.0,1.0,3829235712,0.0
1769374207.1996946,0.0,2.7,3845378048,0.0
1769374212.2047873,0.0,1.2,3846340608,0.0
1769374217.2102547,0.0,1.0,3840196608,0.0
1769374222.2149744,0.0,1.0,3844931584,0.0
1769374227.220083,0.0,0.9,3840659456,0.0
1769374232.2243707,0.0,1.0,3842064384,0.0
1769374236.9937344,0.0,0.8,3838681088,0.0
1769374241.9992793,0.0,1.2,3840339968,0.0
1769374247.0044014,0.0,0.8,3828531200,0.0
1769374252.0084164,0.0,1.0,3826937856,0.0
1769374257.0122776,0.0,1.0,3827363840,0.0
1769374262.01609,0.0,1.3,3839275008,0.0
1769374266.7856526,0.0,2.7,3839115264,0.0
1769374271.7921681,0.0,1.0,3834286080,0.0
1769374276.7970088,0.0,0.9,3833970688,0.0
1769374281.802279,0.0,1.1,3835645952,0.0
1769374286.8063488,0.0,0.9,3837583360,0.0
1769374291.8100903,0.0,1.0,3838431232,0.0
1769374296.7473586,0.0,1.0,3843203072,0.0
1769374301.7520523,0.0,1.2,3825274880,0.0
1769374306.7559261,0.0,0.7,3829116928,0.0
1769374311.7602398,0.0,1.2,3832451072,0.0
1769374316.7649338,0.0,0.8,3833266176,0.0
1769374321.7686846,0.79940032168099,1.1,3841671168,0.0
1769374326.7841642,1.5950618274588777,2.9,3850543104,0.0
1769374331.7882125,1.9983819710794006,1.5,3847041024,0.0
1769374336.7927446,3.796558724175079,1.2,3847032832,0.0
1769374341.7973824,3.796478600419266,1.4,3841687552,0.0
1769374346.8024182,4.795170422093608,1.4,3836989440,0.0
1769374351.8059907,7.194859324830853,1.6,3841396736,0.0
1769374356.8185716,6.782932958300419,1.3,3835506688,0.0
1769374361.8216326,7.795227674097646,1.9,3827712000,0.0
1769374366.8267174,7.991872660244701,1.5,3831951360,0.0
1769374371.8315713,9.590689428040244,1.8,3842170880,0.0
1769374376.8352127,9.193304760760732,1.5,3835699200,0.0
1769374381.838898,11.191751151202006,2.0,3837067264,0.0
1769374386.851709,12.168821178988905,3.8,3843620864,0.0
1769374391.8557284,12.98955769761924,2.2,3846873088,0.0
1769374396.8601928,13.987510865166175,2.1,3846057984,0.0
1769374401.8641508,13.389400985443146,2.0,3839864832,0.0
1769374406.8675666,15.589349908059464,2.1,3842490368,0.0
1769374411.8717737,16.586044057205513,2.3,3849199616,0.0
1769374416.898878,16.51049864160669,2.2,3849953280,0.0
1769374421.9024599,18.186971718019496,2.4,3847815168,0.0
1769374426.9062364,17.586716576072455,2.1,3849199616,0.0
1769374431.910169,20.583810931324898,2.7,3850932224,0.0
1769374436.9136922,20.185775690405237,2.3,3839963136,0.0
1769374441.917495,21.38373648657985,2.7,3842756608,0.0
1769374446.9606006,21.21708495494442,4.5,3845087232,0.0
1769374451.9654164,19.581140162937587,2.5,3849510912,0.0
1769374456.969368,21.782784849353163,2.5,3850285056,0.0
1769374461.973588,19.18380883139059,2.4,3850305536,0.0
1769374466.9768507,20.986305351794275,2.4,3844947968,0.0
1769374471.980347,20.38574559338658,2.4,3852926976,0.0
1769374477.0545385,19.904648573287357,2.5,3844263936,0.0
1769374482.0582588,20.384832528744766,2.6,3840458752,0.0
1769374487.061835,20.785133314146414,2.4,3845070848,0.0
1769374492.065579,20.984287440029583,3.4,3844755456,0.0
1769374497.068532,21.187486447947297,2.1,3848507392,0.0
1769374502.0719383,19.98638413095098,2.8,3836141568,0.0
1769374507.1289122,19.774671829773254,4.1,3843645440,0.0
1769374512.1322777,20.786008868161062,2.5,3837710336,0.0
1769374517.1358416,21.384757454184285,2.3,3841744896,0.0
1769374522.1394966,19.98539085189059,2.5,3839885312,0.0
1769374527.1433926,21.583182392907975,2.4,3836907520,0.0
1769374532.1470444,20.385111296190082,2.6,3845238784,0.0
1769374537.2561872,19.572755019786463,2.6,3846402048,0.0
1769374542.2599258,20.384757738776123,2.6,3833753600,0.0
1769374547.2637072,21.38382818627194,2.3,3832881152,0.0
1769374552.2675815,19.584824495408515,2.6,3835965440,0.0
1769374557.2711527,19.386153355068895,2.1,3837296640,0.0
1769374562.2746449,20.185901694196943,2.9,3837685760,0.0
1769374567.3481913,20.69558283751557,4.4,3848495104,0.0
1769374572.3523571,19.184016307976282,2.6,3849412608,0.0
1769374577.35643,20.78307050736059,2.6,3844046848,0.0
1769374582.3604763,20.38350484558418,2.7,3840262144,0.0
1769374587.364067,19.98564701892128,2.5,3838873600,0.0
1769374592.3677711,19.585490790132738,2.6,3834306560,0.0
1769374597.4549594,20.443513197177477,2.5,3831762944,0.0
1769374602.4586263,20.385050102683103,2.5,3842633728,0.0
1769374607.462008,20.18634704844784,2.3,3848179712,0.0
1769374612.465481,19.98611746915945,2.9,3829481472,0.0
1769374617.4693804,21.183479699588453,2.2,3833454592,0.0
1769374622.4727669,18.1876814924279,2.6,3837091840,0.0
1769374627.5831537,21.524789269792702,4.3,3848179712,0.0
1769374632.5868335,18.386468469888484,2.5,3840266240,0.0
1769374637.5901496,20.986081342440034,2.4,3837444096,0.0
1769374642.5938582,21.184287186280127,2.3,3839979520,0.0
1769374647.5986276,19.980940878804226,3.2,3836936192,0.0
1769374652.6058085,20.171030651464868,2.8,3844128768,0.0
1769374657.708429,19.597772949763158,2.6,3845005312,0.0
1769374662.7123349,22.182671903080166,2.8,3843198976,0.0
1769374667.7161133,19.78504860638075,2.3,3841167360,0.0
1769374672.720625,21.380707782108267,2.9,3838414848,0.0
1769374677.7242038,19.985694634334756,2.6,3841417216,0.0
1769374682.7283506,19.58375795830875,3.3,3850764288,0.0
1769374687.8050907,18.7127959093035,4.4,3846881280,0.0
1769374692.8086448,19.386219864867897,2.5,3839533056,0.0
1769374697.8123984,19.78514664893909,2.9,3843067904,0.0
1769374702.8165503,19.383904299284566,2.4,3843264512,0.0
1769374707.8199198,21.18572264584762,2.3,3840143360,0.0
1769374712.8231893,19.38732288557387,2.2,3838328832,0.0
1769374717.9192412,20.407955295661992,1.9,3841409024,0.0
1769374722.9229429,20.984464416764514,2.6,3832856576,0.0
1769374727.9266005,19.38581896549465,1.8,3835256832,0.0
1769374732.9303734,18.585975119768605,2.4,3818184704,0.0
1769374737.934733,17.984319530362477,2.1,3818336256,0.0
1769374742.938254,17.98733258652828,2.3,3827773440,0.0
1769374748.0266273,17.687381947414565,4.4,3841753088,0.0
1769374753.0301151,18.786894918167217,2.1,3839410176,0.0
1769374758.033264,16.789426710197375,1.9,3839680512,0.0
1769374763.0374644,15.387073447227799,2.0,3838558208,0.0
1769374768.040658,17.38889330740677,1.9,3837640704,0.0
1769374773.0447118,14.18849644636738,1.9,3840139264,0.0
1769374778.1432514,14.121690871915014,1.7,3843510272,0.0
1769374783.1469865,15.788206003415608,2.2,3841822720,0.0
1769374788.1504903,14.190056177826436,1.7,3841105920,0.0
1769374793.153929,12.791202949517208,2.0,3843518464,0.0
1769374798.1578157,12.19052381900323,1.5,3818696704,0.0
1769374803.1614025,12.590967821125936,1.8,3816206336,0.0
1769374808.253462,12.764972319514987,3.9,3829952512,0.0
1769374813.2577772,11.190342425939223,1.8,3828424704,0.0
1769374818.261431,10.192551762782829,1.6,3829288960,0.0
1769374823.2651887,10.392189822016487,1.5,3823321088,0.0
1769374828.268987,10.591953829933898,1.4,3824607232,0.0
1769374833.2737598,9.191226236437453,1.5,3825840128,0.0
1769374838.3564951,7.673033848429656,1.1,3825360896,0.0
1769374843.3606234,8.393070315717857,1.6,3825483776,0.0
1769374848.3644273,8.193766234385032,1.3,3820621824,0.0
1769374853.3679235,6.995108782044415,1.6,3816685568,0.0
1769374858.3715107,6.39541161712688,1.0,3820879872,0.0
1769374863.3753104,6.59498823511586,1.3,3821166592,0.0
1769374868.478521,6.662472329893404,3.1,3832639488,0.0
1769374873.4827456,5.195610188630469,1.2,3832143872,0.0
1769374878.486261,4.596768248031188,1.1,3838357504,0.0
1769374883.4901898,4.396545282854263,1.1,3827068928,0.0
1769374888.4942517,4.396428396673483,1.0,3814805504,0.0
1769374893.498021,3.1975895551072746,1.1,3816493056,0.0
1769374898.5906963,2.552685741337324,0.8,3813179392,0.0
1769374903.594951,2.19812957657366,1.2,3821301760,0.0
1769374908.5990834,2.3980180336676806,0.8,3822030848,0.0
1769374913.603493,1.5985901868102523,1.2,3815616512,0.0
1769374918.6075141,0.19983928254416514,0.7,3818364928,0.0
1769374923.6119049,0.7992981017188427,1.0,3817381888,0.0
1769374928.7033257,0.39281765221177817,3.0,3808141312,0.0
1769374933.7071996,0.19984516695629567,0.9,3806359552,0.0
1769374938.7112367,0.0,0.7,3811119104,0.0
1769374943.7148647,0.0,0.8,3809349632,0.0
1769374948.7190745,0.0,0.6,3811991552,0.0
1769374953.72346,0.0,0.8,3817873408,0.0
1769374958.8199637,0.0,0.6,3819937792,0.0
1769374963.824246,0.0,0.8,3819028480,0.0
1769374968.8281443,0.0,0.5,3823493120,0.0
1769374973.8323755,0.0,1.0,3819220992,0.0
1769374978.8371637,0.0,0.5,3818000384,0.0
1769374983.8408916,0.0,0.8,3820269568,0.0
1769374988.9366505,0.0,2.9,3826356224,0.0
1769374993.9431715,0.0,0.8,3825803264,0.0
1769374998.9478862,0.0,0.8,3831562240,0.0
1769375003.9519658,0.0,0.9,3832721408,0.0
1769375008.9573085,0.0,0.7,3831287808,0.0
1769375013.9624453,0.0,1.1,3826946048,0.0
1769375019.0632327,0.0,0.6,3828924416,0.0
1769375024.0683997,0.0,0.9,3810140160,0.0
1769375029.072396,0.0,0.5,3820568576,0.0
1769375034.0761383,0.0,0.9,3822915584,0.0
1769375039.0799232,0.0,0.6,3818151936,0.0
1769375044.0837436,0.0,0.8,3814735872,0.0
1769375049.1839616,0.0,2.9,3818610688,0.0
1769375054.187652,0.0,0.9,3824361472,0.0
1769375059.1916068,0.0,0.7,3829223424,0.0
1769375064.1950788,0.0,0.8,3829886976,0.0
1769375069.1984677,0.0,0.7,3830759424,0.0
1769375074.2023218,0.0,0.7,3816386560,0.0
1769375079.2945528,0.0,0.6,3821862912,0.0
1769375084.2985377,0.0,0.8,3815710720,0.0
1769375089.3026788,0.0,0.5,3821293568,0.0
1769375094.3061757,1.3990215564170851,1.1,3821019136,0.0
1769375099.3101726,3.3972843134769857,0.8,3824803840,0.0
1769375104.3136413,3.1977815378382677,1.1,3819216896,0.0
1769375109.4120677,3.334362185429999,2.9,3817418752,0.0
1769375114.4158707,3.797111905479226,1.1,3819892736,0.0
1769375119.4207485,2.797271091020051,0.9,3824488448,0.0
1769375124.4246979,4.996053713333065,1.1,3823144960,0.0
1769375129.4281838,6.795262454397881,1.1,3824742400,0.0
1769375134.432657,7.593206799222612,1.3,3820675072,0.0
1769375139.524871,7.2659945593032855,1.0,3826216960,0.0
1769375144.5290236,7.7935274187539845,1.5,3822239744,0.0
1769375149.5324867,6.9951551137910934,0.9,3825934336,0.0
1769375154.5365126,8.792920053099792,1.2,3828813824,0.0
1769375159.5410202,9.391533454347234,0.7,3828105216,0.0
1769375164.5450275,10.391671408985031,1.2,3821686784,0.0
1769375169.640388,10.597876208075515,2.8,3823616000,0.0
1769375174.6442096,9.592668110030381,1.2,3823292416,0.0
1769375179.6483774,10.990838487262923,1.7,3819118592,0.0
1769375184.6534884,11.787950406414875,1.3,3823923200,0.0
1769375189.6575062,15.587474435844761,1.1,3823448064,0.0
1769375194.661729,13.788354714455489,1.3,3823661056,0.0
1769375199.752793,13.749581683913668,1.1,3826716672,0.0
1769375204.7563293,13.790246918568792,1.4,3830423552,0.0
1769375209.7602813,14.588469197015298,1.2,3831128064,0.0
1769375214.7631764,15.790856725062731,1.6,3835056128,0.0
1769375219.7703679,17.175297046431947,1.2,3836231680,0.0
1769375224.7745223,17.585388498564363,1.5,3826446336,0.0
1769375229.8729799,17.65239754941913,3.1,3830394880,0.0
1769375234.876765,17.186988990916262,1.4,3825164288,0.0
1769375239.8819222,15.38413209146164,1.8,3826171904,0.0
1769375244.8865366,20.780821989594145,1.6,3827466240,0.0
1769375249.8914518,21.17917986049633,1.3,3825524736,0.0
1769375254.8953285,20.983730532719516,1.6,3825348608,0.0
1769375259.9864428,21.4098513506875,1.4,3830460416,0.0
1769375264.9909925,20.781090281208215,1.5,3831291904,0.0
1769375269.9948459,20.58413654256816,1.4,3834716160,0.0
1769375274.9986556,22.78264103788641,1.7,3822002176,0.0
1769375280.004981,23.570181442077647,1.4,3822444544,0.0
1769375285.0086427,23.98243702565003,1.7,3824877568,0.0
1769375290.123794,22.873223239879746,3.4,3830398976,0.0
1769375295.1275308,24.1819277118193,1.7,3827752960,0.0
1769375300.1318474,22.580505940434858,2.7,3827154944,0.0
1769375305.1361861,23.57953889613953,1.6,3830509568,0.0
1769375310.1405487,23.379600909355194,1.5,3832254464,0.0
1769375315.144522,22.7818963859905,1.5,3834454016,0.0
1769375320.2406864,22.958442727796665,1.4,3816398848,0.0
1769375325.2452102,23.57866718143937,1.6,3814821888,0.0
1769375330.2491367,22.981952201328102,1.4,3814879232,0.0
1769375335.2521777,24.38516879901736,1.8,3804897280,0.0
1769375340.2554722,23.384592042310683,1.3,3810865152,0.0
1769375345.2592456,23.9819010949788,3.6,3831836672,0.0
1769375350.373295,21.704913379926918,1.4,3836248064,0.0
1769375355.3769794,24.981592152427126,1.8,3832320000,0.0
1769375360.3807633,23.782002060189377,2.1,3834302464,0.0
1769375365.3868399,22.372809991443066,1.6,3832291328,0.0
1769375370.39087,22.981475884039696,1.5,3833106432,0.0
1769375375.39476,22.582431775359392,1.7,3835072512,0.0
1769375380.477604,22.821868931614173,1.6,3828576256,0.0
1769375385.4819677,24.378723346071094,4.2,3832524800,0.0
1769375390.4959404,22.736461778688344,18.9,3848949760,0.0
1769375395.500546,23.977913791622505,2.7,3843870720,0.0
1769375400.5045836,21.78241018693372,2.5,3834933248,0.0
1769375405.5083,24.18202565117595,4.7,3843633152,0.0
1769375410.6069918,23.143191802768076,2.8,3844136960,0.0
1769375415.6109283,22.981906211211523,2.4,3841470464,0.0
1769375420.6151059,24.379630475750155,2.6,3824513024,0.0
1769375425.6193657,23.180251238399673,2.2,3825475584,0.0
1769375430.6230223,23.582753339387597,2.5,3825672192,0.0
1769375435.6276207,23.17868312542724,2.1,3824910336,0.0
1769375440.7339418,22.716941964601503,2.5,3830382592,0.0
1769375445.7382553,22.780347535723863,2.1,3828846592,0.0
1769375450.7417324,22.184572419921295,2.3,3830898688,0.0
1769375455.7455,23.78207911509248,2.3,3828117504,0.0
1769375460.7495675,23.181142507020486,2.6,3823710208,0.0
1769375465.7532964,22.783009039812914,5.0,3839819776,0.0
1769375470.8577929,21.15781653363575,2.7,3829473280,0.0
1769375475.86304,20.37861420910292,2.3,3833675776,0.0
1769375480.8676274,19.7818505007989,2.3,3834064896,0.0
1769375485.8708985,20.586531867159966,2.0,3838930944,0.0
1769375490.8756666,20.180755094474108,2.6,3836006400,0.0
1769375495.8790886,20.58591091254579,2.0,3834134528,0.0
1769375500.9798102,16.860359530161222,2.1,3834695680,0.0
1769375505.983589,16.38761523657396,1.8,3839918080,0.0
1769375510.9871545,16.987885769287125,2.1,3836948480,0.0
1769375515.9906924,15.788828162140941,1.8,3834228736,0.0
1769375520.9947581,16.586512670489796,2.1,3837251584,0.0
1769375525.998538,15.588215657661602,4.1,3841511424,0.0
1769375531.0986278,13.725248555173787,2.0,3838468096,0.0
1769375536.1033325,12.588155266386433,1.6,3840327680,0.0
1769375541.1069667,13.59012211649791,2.0,3847532544,0.0
1769375546.110401,13.390802711379303,1.6,3848454144,0.0
1769375551.1139045,13.590476986917364,2.2,3841269760,0.0
1769375556.118456,12.988177094424602,1.5,3837870080,0.0
1769375561.225803,10.37720755609038,1.7,3830337536,0.0
1769375566.2301354,9.991342417030227,1.2,3833024512,0.0
1769375571.2334383,8.394454937732105,1.4,3830521856,0.0
1769375576.2369246,9.39345014469786,1.3,3831500800,0.0
1769375581.24048,9.393320789355712,1.4,3832016896,0.0
1769375586.2443764,9.992213118600974,3.6,3840913408,0.0
1769375591.3545864,7.827467062030233,1.5,3838681088,0.0
1769375596.3592384,6.194236853147573,1.1,3842875392,0.0
1769375601.363483,5.795080479727717,1.4,3839238144,0.0
1769375606.3670964,5.9956669650782235,0.9,3839868928,0.0
1769375611.3710358,5.995276453359658,1.3,3835240448,0.0
1769375616.3743427,5.3964309455292465,0.9,3843379200,0.0
1769375621.4826763,3.9151710938310935,1.4,3840286720,0.0
1769375626.486893,2.5978091786797464,0.7,3840929792,0.0
1769375631.4907825,1.9984453850740387,1.0,3826798592,0.0
1769375636.4946153,2.198314852258448,0.8,3824791552,0.0
1769375641.498854,2.7976283913830753,1.1,3826098176,0.0
1769375646.502115,2.798174980288487,2.8,3833520128,0.0
1769375651.6110897,1.1744039377667026,1.0,3836018688,0.0
1769375656.6158597,0.0,0.5,3834916864,0.0
1769375661.6195126,0.0,0.9,3839586304,0.0
1769375666.6234505,0.0,0.6,3837054976,0.0
1769375671.6272671,0.0,0.9,3834023936,0.0
1769375676.630713,0.0,0.5,3838865408,0.0
1769375681.7295077,0.0,1.0,3836506112,0.0
1769375686.7338414,0.0,0.5,3825639424,0.0
1769375691.7373388,0.0,0.8,3829403648,0.0
1769375696.7417288,0.0,0.6,3833483264,0.0
1769375701.7455864,0.0,0.9,3831881728,0.0
1769375706.7490084,0.0,2.5,3838922752,0.0
1769375711.8527582,0.0,0.9,3839836160,0.0
1769375716.8562927,0.0,0.6,3835219968,0.0
1769375721.859818,0.0,1.0,3837493248,0.0
1769375726.8636742,0.0,0.6,3840155648,0.0
1769375731.8672166,0.0,0.9,3840888832,0.0
1769375736.8705857,0.0,0.5,3839012864,0.0
1769375741.9806213,0.0,1.0,3839172608,0.0
1769375746.9848077,0.0,0.5,3839037440,0.0
1769375751.9880605,0.0,0.9,3826475008,0.0
1769375756.9918942,0.0,0.7,3825930240,0.0
1769375761.99556,0.0,0.9,3829194752,0.0
1769375766.9989133,0.0,2.9,3833675776,0.0
1769375772.102145,0.0,0.8,3830042624,0.0
1769375777.1059744,0.0,0.7,3827994624,0.0
