Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780496381,5,,Aggregated,2.750000,0.000000,5,5,6,6,7,7,7,7,7,7,7,19,0,5,13.63851494716073,4.455631000382709,43.953904998488724,6657.0
1780496382,5,GET,/glossaries/,2.800000,0.000000,5,5,6,6,7,7,7,7,7,7,7,21,0,5,12.780985952174108,4.455631000382709,43.953904998488724,6657.0
1780496382,5,,Aggregated,2.800000,0.000000,5,5,6,6,7,7,7,7,7,7,7,21,0,5,12.780985952174108,4.455631000382709,43.953904998488724,6657.0
1780496383,5,GET,/glossaries/,2.800000,0.000000,5,5,6,6,7,7,7,7,7,7,7,22,0,5,12.471825181654077,4.455631000382709,43.953904998488724,6657.0
1780496383,5,,Aggregated,2.800000,0.000000,5,5,6,6,7,7,7,7,7,7,7,22,0,5,12.471825181654077,4.455631000382709,43.953904998488724,6657.0
1780496384,6,GET,/glossaries/,2.714286,0.000000,5,5,6,6,7,7,7,7,7,7,7,27,0,5,11.164785814765276,4.455631000382709,43.953904998488724,6657.0
1780496384,6,,Aggregated,2.714286,0.000000,5,5,6,6,7,7,7,7,7,7,7,27,0,5,11.164785814765276,4.455631000382709,43.953904998488724,6657.0
1780496385,6,GET,/glossaries/,2.750000,0.000000,5,5,5,6,7,7,7,7,7,7,7,30,0,5,10.545605866536789,4.455631000382709,43.953904998488724,6657.0
1780496385,6,,Aggregated,2.750000,0.000000,5,5,5,6,7,7,7,7,7,7,7,30,0,5,10.545605866536789,4.455631000382709,43.953904998488724,6657.0
1780496386,6,GET,/glossaries/,2.555556,0.000000,5,5,5,5,6,7,7,7,7,7,7,32,0,5,10.215804937445228,4.455631000382709,43.953904998488724,6657.0
1780496386,6,,Aggregated,2.555556,0.000000,5,5,5,5,6,7,7,7,7,7,7,32,0,5,10.215804937445228,4.455631000382709,43.953904998488724,6657.0
1780496387,6,GET,/glossaries/,2.700000,0.000000,5,5,5,5,6,6,7,7,7,7,7,36,0,5,9.58597155552828,3.4847530005208682,43.953904998488724,6657.0
1780496387,6,,Aggregated,2.700000,0.000000,5,5,5,5,6,6,7,7,7,7,7,36,0,5,9.58597155552828,3.4847530005208682,43.953904998488724,6657.0
1780496388,6,GET,/glossaries/,2.600000,0.000000,5,5,5,5,6,6,7,7,7,7,7,39,0,5,9.26525464101593,3.4847530005208682,43.953904998488724,6657.0
1780496388,6,,Aggregated,2.600000,0.000000,5,5,5,5,6,6,7,7,7,7,7,39,0,5,9.26525464101593,3.4847530005208682,43.953904998488724,6657.0
1780496389,6,GET,/glossaries/,2.700000,0.000000,5,5,5,5,6,6,7,7,7,7,7,43,0,5,8.87950602322404,3.4847530005208682,43.953904998488724,6657.0
1780496389,6,,Aggregated,2.700000,0.000000,5,5,5,5,6,6,7,7,7,7,7,43,0,5,8.87950602322404,3.4847530005208682,43.953904998488724,6657.0
1780496390,6,GET,/glossaries/,2.800000,0.000000,5,5,5,5,6,6,7,7,7,7,7,46,0,5,8.64864223908428,3.4847530005208682,43.953904998488724,6657.0
1780496390,6,,Aggregated,2.800000,0.000000,5,5,5,5,6,6,7,7,7,7,7,46,0,5,8.64864223908428,3.4847530005208682,43.953904998488724,6657.0
1780496391,6,GET,/glossaries/,3.000000,0.000000,5,5,5,6,6,6,7,7,7,7,7,48,0,5,8.5247964999553,3.4847530005208682,43.953904998488724,6657.0
1780496391,6,,Aggregated,3.000000,0.000000,5,5,5,6,6,6,7,7,7,7,7,48,0,5,8.5247964999553,3.4847530005208682,43.953904998488724,6657.0
1780496392,7,GET,/glossaries/,3.000000,0.000000,5,5,6,6,6,7,8,8,8,8,8,53,0,5,8.274689075476072,3.4847530005208682,43.953904998488724,6657.0
1780496392,7,,Aggregated,3.000000,0.000000,5,5,6,6,6,7,8,8,8,8,8,53,0,5,8.274689075476072,3.4847530005208682,43.953904998488724,6657.0
1780496393,7,GET,/glossaries/,2.900000,0.000000,5,5,6,6,6,6,8,8,8,8,8,57,0,5,8.056674035112353,3.4847530005208682,43.953904998488724,6657.0
1780496393,7,,Aggregated,2.900000,0.000000,5,5,6,6,6,6,8,8,8,8,8,57,0,5,8.056674035112353,3.4847530005208682,43.953904998488724,6657.0
1780496394,7,GET,/glossaries/,3.100000,0.000000,5,5,6,6,6,6,8,8,8,8,8,58,0,5,8.012122879335948,3.4847530005208682,43.953904998488724,6657.0
1780496394,7,,Aggregated,3.100000,0.000000,5,5,6,6,6,6,8,8,8,8,8,58,0,5,8.012122879335948,3.4847530005208682,43.953904998488724,6657.0
1780496395,7,GET,/glossaries/,3.300000,0.000000,5,5,6,6,6,6,8,8,8,8,8,62,0,5,7.807694871013565,3.4847530005208682,43.953904998488724,6657.0
1780496395,7,,Aggregated,3.300000,0.000000,5,5,6,6,6,6,8,8,8,8,8,62,0,5,7.807694871013565,3.4847530005208682,43.953904998488724,6657.0
1780496396,7,GET,/glossaries/,3.400000,0.000000,5,5,6,6,6,6,8,8,8,8,8,66,0,5,7.639157969744261,3.4847530005208682,43.953904998488724,6657.0
1780496396,7,,Aggregated,3.400000,0.000000,5,5,6,6,6,6,8,8,8,8,8,66,0,5,7.639157969744261,3.4847530005208682,43.953904998488724,6657.0
1780496397,7,GET,/glossaries/,3.300000,0.000000,5,5,6,6,6,6,8,8,8,8,8,69,0,5,7.540446130471959,3.4847530005208682,43.953904998488724,6657.0
1780496397,7,,Aggregated,3.300000,0.000000,5,5,6,6,6,6,8,8,8,8,8,69,0,5,7.540446130471959,3.4847530005208682,43.953904998488724,6657.0
1780496398,7,GET,/glossaries/,3.200000,0.000000,5,5,6,6,6,6,8,8,8,8,8,74,0,5,7.389352027063511,3.4847530005208682,43.953904998488724,6657.0
1780496398,7,,Aggregated,3.200000,0.000000,5,5,6,6,6,6,8,8,8,8,8,74,0,5,7.389352027063511,3.4847530005208682,43.953904998488724,6657.0
1780496399,7,GET,/glossaries/,3.400000,0.000000,5,5,6,6,6,6,8,8,8,8,8,78,0,5,7.270671089734092,3.4847530005208682,43.953904998488724,6657.0
1780496399,7,,Aggregated,3.400000,0.000000,5,5,6,6,6,6,8,8,8,8,8,78,0,5,7.270671089734092,3.4847530005208682,43.953904998488724,6657.0
1780496400,8,GET,/glossaries/,3.400000,0.000000,5,5,6,6,6,7,8,8,8,8,8,83,0,5,7.158228409617188,3.4847530005208682,43.953904998488724,6657.0
1780496400,8,,Aggregated,3.400000,0.000000,5,5,6,6,6,7,8,8,8,8,8,83,0,5,7.158228409617188,3.4847530005208682,43.953904998488724,6657.0
1780496401,8,GET,/glossaries/,3.400000,0.000000,5,5,6,6,6,6,7,7,7,7,7,85,0,5,7.1164266705797194,3.4847530005208682,43.953904998488724,6657.0
1780496401,8,,Aggregated,3.400000,0.000000,5,5,6,6,6,6,7,7,7,7,7,85,0,5,7.1164266705797194,3.4847530005208682,43.953904998488724,6657.0
1780496402,8,GET,/glossaries/,3.500000,0.000000,5,5,5,6,6,6,7,7,7,7,7,87,0,5,7.070641873557262,3.4847530005208682,43.953904998488724,6657.0
1780496402,8,,Aggregated,3.500000,0.000000,5,5,5,6,6,6,7,7,7,7,7,87,0,5,7.070641873557262,3.4847530005208682,43.953904998488724,6657.0
1780496403,8,GET,/glossaries/,3.800000,0.000000,5,5,5,6,6,6,7,7,7,7,7,94,0,5,6.945934457438311,3.4847530005208682,43.953904998488724,6657.0
1780496403,8,,Aggregated,3.800000,0.000000,5,5,5,6,6,6,7,7,7,7,7,94,0,5,6.945934457438311,3.4847530005208682,43.953904998488724,6657.0
1780496404,8,GET,/glossaries/,3.500000,0.000000,5,5,5,6,6,6,7,7,7,7,7,97,0,5,6.894221381445118,3.4847530005208682,43.953904998488724,6657.0
1780496404,8,,Aggregated,3.500000,0.000000,5,5,5,6,6,6,7,7,7,7,7,97,0,5,6.894221381445118,3.4847530005208682,43.953904998488724,6657.0
1780496405,8,GET,/glossaries/,3.400000,0.000000,5,5,5,6,6,6,7,7,7,7,7,101,0,5,6.818696217835329,3.4847530005208682,43.953904998488724,6657.0
1780496405,8,,Aggregated,3.400000,0.000000,5,5,5,6,6,6,7,7,7,7,7,101,0,5,6.818696217835329,3.4847530005208682,43.953904998488724,6657.0
1780496406,8,GET,/glossaries/,3.700000,0.000000,5,5,5,6,6,6,7,7,7,7,7,107,0,5,6.728467261713819,3.4847530005208682,43.953904998488724,6657.0
1780496406,8,,Aggregated,3.700000,0.000000,5,5,5,6,6,6,7,7,7,7,7,107,0,5,6.728467261713819,3.4847530005208682,43.953904998488724,6657.0
1780496407,8,GET,/glossaries/,3.900000,0.000000,5,5,5,5,6,6,7,7,7,7,7,112,0,5,6.651687910756924,3.4847530005208682,43.953904998488724,6657.0
1780496407,8,,Aggregated,3.900000,0.000000,5,5,5,5,6,6,7,7,7,7,7,112,0,5,6.651687910756924,3.4847530005208682,43.953904998488724,6657.0
1780496408,9,GET,/glossaries/,3.900000,0.000000,5,5,5,6,6,7,7,7,7,7,7,115,0,5,6.634107634818065,3.4847530005208682,43.953904998488724,6657.0
1780496408,9,,Aggregated,3.900000,0.000000,5,5,5,6,6,7,7,7,7,7,7,115,0,5,6.634107634818065,3.4847530005208682,43.953904998488724,6657.0
1780496409,9,GET,/glossaries/,4.000000,0.000000,5,5,5,5,6,6,7,7,7,7,7,120,0,5,6.54201170837041,3.4847530005208682,43.953904998488724,6657.0
1780496409,9,,Aggregated,4.000000,0.000000,5,5,5,5,6,6,7,7,7,7,7,120,0,5,6.54201170837041,3.4847530005208682,43.953904998488724,6657.0
1780496410,9,GET,/glossaries/,4.300000,0.000000,5,5,5,5,6,6,7,7,7,7,7,125,0,5,6.48576011203113,3.4847530005208682,43.953904998488724,6657.0
1780496410,9,,Aggregated,4.300000,0.000000,5,5,5,5,6,6,7,7,7,7,7,125,0,5,6.48576011203113,3.4847530005208682,43.953904998488724,6657.0
1780496411,9,GET,/glossaries/,4.400000,0.000000,5,5,5,5,6,6,7,7,7,7,7,131,0,5,6.425627893145074,3.4847530005208682,43.953904998488724,6657.0
1780496411,9,,Aggregated,4.400000,0.000000,5,5,5,5,6,6,7,7,7,7,7,131,0,5,6.425627893145074,3.4847530005208682,43.953904998488724,6657.0
1780496412,9,GET,/glossaries/,4.100000,0.000000,5,5,5,5,6,6,7,7,7,7,7,135,0,5,6.378726503734705,3.4847530005208682,43.953904998488724,6657.0
1780496412,9,,Aggregated,4.100000,0.000000,5,5,5,5,6,6,7,7,7,7,7,135,0,5,6.378726503734705,3.4847530005208682,43.953904998488724,6657.0
1780496413,9,GET,/glossaries/,4.200000,0.000000,5,5,5,5,6,6,7,7,7,7,7,139,0,5,6.353074417295326,3.4847530005208682,43.953904998488724,6657.0
1780496413,9,,Aggregated,4.200000,0.000000,5,5,5,5,6,6,7,7,7,7,7,139,0,5,6.353074417295326,3.4847530005208682,43.953904998488724,6657.0
1780496414,9,GET,/glossaries/,4.700000,0.000000,5,5,5,5,6,6,7,7,7,7,7,145,0,5,6.29253255864224,3.4847530005208682,43.953904998488724,6657.0
1780496414,9,,Aggregated,4.700000,0.000000,5,5,5,5,6,6,7,7,7,7,7,145,0,5,6.29253255864224,3.4847530005208682,43.953904998488724,6657.0
1780496415,9,GET,/glossaries/,4.700000,0.000000,5,5,5,5,6,6,7,7,7,7,7,149,0,5,6.266401375863848,3.4847530005208682,43.953904998488724,6657.0
1780496415,9,,Aggregated,4.700000,0.000000,5,5,5,5,6,6,7,7,7,7,7,149,0,5,6.266401375863848,3.4847530005208682,43.953904998488724,6657.0
1780496416,10,GET,/glossaries/,4.500000,0.000000,5,5,5,6,6,6,7,7,7,7,7,152,0,5,6.258470407924745,3.4847530005208682,43.953904998488724,6657.0
1780496416,10,,Aggregated,4.500000,0.000000,5,5,5,6,6,6,7,7,7,7,7,152,0,5,6.258470407924745,3.4847530005208682,43.953904998488724,6657.0
1780496417,10,GET,/glossaries/,4.600000,0.000000,5,5,5,6,6,6,7,7,7,7,7,157,0,5,6.218726165646151,3.4847530005208682,43.953904998488724,6657.0
1780496417,10,,Aggregated,4.600000,0.000000,5,5,5,6,6,6,7,7,7,7,7,157,0,5,6.218726165646151,3.4847530005208682,43.953904998488724,6657.0
1780496418,10,GET,/glossaries/,4.900000,0.000000,5,5,5,6,6,6,7,7,7,7,7,163,0,5,6.175909920271427,3.4847530005208682,43.953904998488724,6657.0
1780496418,10,,Aggregated,4.900000,0.000000,5,5,5,6,6,6,7,7,7,7,7,163,0,5,6.175909920271427,3.4847530005208682,43.953904998488724,6657.0
1780496419,10,GET,/glossaries/,4.600000,0.000000,5,5,5,6,6,6,7,7,7,7,7,168,0,5,6.14409316669177,3.4847530005208682,43.953904998488724,6657.0
1780496419,10,,Aggregated,4.600000,0.000000,5,5,5,6,6,6,7,7,7,7,7,168,0,5,6.14409316669177,3.4847530005208682,43.953904998488724,6657.0
1780496420,10,GET,/glossaries/,4.600000,0.000000,5,5,5,6,6,6,7,7,7,7,7,175,0,5,6.088612628591363,3.4847530005208682,43.953904998488724,6657.0
1780496420,10,,Aggregated,4.600000,0.000000,5,5,5,6,6,6,7,7,7,7,7,175,0,5,6.088612628591363,3.4847530005208682,43.953904998488724,6657.0
1780496421,10,GET,/glossaries/,4.500000,0.000000,5,5,5,6,6,6,7,7,7,7,7,178,0,5,6.07248239328001,3.4847530005208682,43.953904998488724,6657.0
1780496421,10,,Aggregated,4.500000,0.000000,5,5,5,6,6,6,7,7,7,7,7,178,0,5,6.07248239328001,3.4847530005208682,43.953904998488724,6657.0
1780496422,10,GET,/glossaries/,4.900000,0.000000,5,5,6,6,6,6,7,7,7,7,7,181,0,5,6.065729392292229,3.4847530005208682,43.953904998488724,6657.0
1780496422,10,,Aggregated,4.900000,0.000000,5,5,6,6,6,6,7,7,7,7,7,181,0,5,6.065729392292229,3.4847530005208682,43.953904998488724,6657.0
1780496423,10,GET,/glossaries/,5.000000,0.000000,5,5,5,6,6,6,7,7,7,7,7,188,0,5,6.023710409592357,3.4847530005208682,43.953904998488724,6657.0
1780496423,10,,Aggregated,5.000000,0.000000,5,5,5,6,6,6,7,7,7,7,7,188,0,5,6.023710409592357,3.4847530005208682,43.953904998488724,6657.0
1780496424,11,GET,/glossaries/,4.800000,0.000000,5,5,5,6,6,6,8,8,8,8,8,195,0,5,6.000925784638429,3.4847530005208682,43.953904998488724,6657.0
1780496424,11,,Aggregated,4.800000,0.000000,5,5,5,6,6,6,8,8,8,8,8,195,0,5,6.000925784638429,3.4847530005208682,43.953904998488724,6657.0
1780496425,11,GET,/glossaries/,4.900000,0.000000,5,5,5,5,6,6,8,8,8,8,8,201,0,5,5.967759776150834,3.4847530005208682,43.953904998488724,6657.0
1780496425,11,,Aggregated,4.900000,0.000000,5,5,5,5,6,6,8,8,8,8,8,201,0,5,5.967759776150834,3.4847530005208682,43.953904998488724,6657.0
1780496426,11,GET,/glossaries/,5.000000,0.000000,5,5,5,5,6,6,6,8,8,8,8,205,0,5,5.953638648808432,3.4847530005208682,43.953904998488724,6657.0
1780496426,11,,Aggregated,5.000000,0.000000,5,5,5,5,6,6,6,8,8,8,8,205,0,5,5.953638648808432,3.4847530005208682,43.953904998488724,6657.0
1780496427,11,GET,/glossaries/,5.200000,0.000000,5,5,5,5,6,6,6,8,8,8,8,213,0,5,5.912889629148317,3.4847530005208682,43.953904998488724,6657.0
1780496427,11,,Aggregated,5.200000,0.000000,5,5,5,5,6,6,6,8,8,8,8,213,0,5,5.912889629148317,3.4847530005208682,43.953904998488724,6657.0
1780496428,11,GET,/glossaries/,5.100000,0.000000,5,5,5,5,6,6,6,8,8,8,8,216,0,5,5.902457078743989,3.4847530005208682,43.953904998488724,6657.0
1780496428,11,,Aggregated,5.100000,0.000000,5,5,5,5,6,6,6,8,8,8,8,216,0,5,5.902457078743989,3.4847530005208682,43.953904998488724,6657.0
1780496429,11,GET,/glossaries/,5.400000,0.000000,5,5,5,5,6,6,6,8,8,8,8,224,0,5,5.8778593348652715,3.4847530005208682,43.953904998488724,6657.0
1780496429,11,,Aggregated,5.400000,0.000000,5,5,5,5,6,6,6,8,8,8,8,224,0,5,5.8778593348652715,3.4847530005208682,43.953904998488724,6657.0
1780496430,11,GET,/glossaries/,5.400000,0.000000,5,5,5,5,6,6,8,8,8,8,8,226,0,5,5.870682637216095,3.4847530005208682,43.953904998488724,6657.0
1780496430,11,,Aggregated,5.400000,0.000000,5,5,5,5,6,6,8,8,8,8,8,226,0,5,5.870682637216095,3.4847530005208682,43.953904998488724,6657.0
1780496431,11,GET,/glossaries/,5.200000,0.000000,5,5,5,5,6,7,7,8,8,8,8,233,0,5,5.864895390609705,3.4847530005208682,43.953904998488724,6657.0
1780496431,11,,Aggregated,5.200000,0.000000,5,5,5,5,6,7,7,8,8,8,8,233,0,5,5.864895390609705,3.4847530005208682,43.953904998488724,6657.0
1780496432,12,GET,/glossaries/,5.500000,0.000000,5,5,5,5,6,7,7,8,8,8,8,238,0,5,5.854092382412833,3.4847530005208682,43.953904998488724,6657.0
1780496432,12,,Aggregated,5.500000,0.000000,5,5,5,5,6,7,7,8,8,8,8,238,0,5,5.854092382412833,3.4847530005208682,43.953904998488724,6657.0
1780496433,12,GET,/glossaries/,5.200000,0.000000,5,5,5,5,6,7,7,7,7,7,7,245,0,5,5.8278254000544285,3.4847530005208682,43.953904998488724,6657.0
1780496433,12,,Aggregated,5.200000,0.000000,5,5,5,5,6,7,7,7,7,7,7,245,0,5,5.8278254000544285,3.4847530005208682,43.953904998488724,6657.0
1780496434,12,GET,/glossaries/,5.400000,0.000000,5,5,5,5,6,7,7,7,7,7,7,250,0,5,5.813233692046197,3.4847530005208682,43.953904998488724,6657.0
1780496434,12,,Aggregated,5.400000,0.000000,5,5,5,5,6,7,7,7,7,7,7,250,0,5,5.813233692046197,3.4847530005208682,43.953904998488724,6657.0
1780496435,12,GET,/glossaries/,5.400000,0.000000,5,5,5,6,6,7,7,7,7,7,7,257,0,5,5.7980852568535575,3.4847530005208682,43.953904998488724,6657.0
1780496435,12,,Aggregated,5.400000,0.000000,5,5,5,6,6,7,7,7,7,7,7,257,0,5,5.7980852568535575,3.4847530005208682,43.953904998488724,6657.0
1780496436,12,GET,/glossaries/,5.600000,0.000000,5,5,5,6,6,7,7,7,7,7,7,260,0,5,5.790392096199726,3.4847530005208682,43.953904998488724,6657.0
1780496436,12,,Aggregated,5.600000,0.000000,5,5,5,6,6,7,7,7,7,7,7,260,0,5,5.790392096199726,3.4847530005208682,43.953904998488724,6657.0
1780496437,12,GET,/glossaries/,5.400000,0.000000,5,5,6,6,6,7,7,7,7,7,7,269,0,5,5.780681669184357,3.4847530005208682,43.953904998488724,6657.0
1780496437,12,,Aggregated,5.400000,0.000000,5,5,6,6,6,7,7,7,7,7,7,269,0,5,5.780681669184357,3.4847530005208682,43.953904998488724,6657.0
1780496438,12,GET,/glossaries/,5.600000,0.000000,5,5,6,6,7,7,7,9,9,9,9,275,0,5,5.786093334582719,3.4847530005208682,43.953904998488724,6657.0
1780496438,12,,Aggregated,5.600000,0.000000,5,5,6,6,7,7,7,9,9,9,9,275,0,5,5.786093334582719,3.4847530005208682,43.953904998488724,6657.0
1780496439,12,GET,/glossaries/,5.500000,0.000000,5,5,6,6,7,7,7,9,9,9,9,281,0,5,5.772362327431739,3.4847530005208682,43.953904998488724,6657.0
1780496439,12,,Aggregated,5.500000,0.000000,5,5,6,6,7,7,7,9,9,9,9,281,0,5,5.772362327431739,3.4847530005208682,43.953904998488724,6657.0
1780496440,13,GET,/glossaries/,5.600000,0.000000,5,5,6,6,6,7,7,9,9,9,9,290,0,5,5.741124410363635,3.3528399999340763,43.953904998488724,6657.0
1780496440,13,,Aggregated,5.600000,0.000000,5,5,6,6,6,7,7,9,9,9,9,290,0,5,5.741124410363635,3.3528399999340763,43.953904998488724,6657.0
1780496441,13,GET,/glossaries/,6.000000,0.000000,5,5,5,6,6,6,7,9,9,9,9,295,0,5,5.733037725446392,3.3528399999340763,43.953904998488724,6657.0
1780496441,13,,Aggregated,6.000000,0.000000,5,5,5,6,6,6,7,9,9,9,9,295,0,5,5.733037725446392,3.3528399999340763,43.953904998488724,6657.0
1780496442,13,GET,/glossaries/,6.000000,0.000000,5,5,5,6,6,6,7,9,9,9,9,303,0,5,5.7106785973974485,3.3528399999340763,43.953904998488724,6657.0
1780496442,13,,Aggregated,6.000000,0.000000,5,5,5,6,6,6,7,9,9,9,9,303,0,5,5.7106785973974485,3.3528399999340763,43.953904998488724,6657.0
1780496443,13,GET,/glossaries/,6.200000,0.000000,5,5,5,6,6,6,7,9,9,9,9,309,0,5,5.701431996800521,3.3528399999340763,43.953904998488724,6657.0
1780496443,13,,Aggregated,6.200000,0.000000,5,5,5,6,6,6,7,9,9,9,9,309,0,5,5.701431996800521,3.3528399999340763,43.953904998488724,6657.0
1780496444,13,GET,/glossaries/,6.100000,0.000000,5,5,5,5,6,6,7,9,9,9,9,317,0,5,5.681363618333373,3.3528399999340763,43.953904998488724,6657.0
1780496444,13,,Aggregated,6.100000,0.000000,5,5,5,5,6,6,7,9,9,9,9,317,0,5,5.681363618333373,3.3528399999340763,43.953904998488724,6657.0
1780496445,13,GET,/glossaries/,6.500000,0.000000,5,5,5,5,6,6,7,9,9,9,9,322,0,5,5.668404633572932,3.3528399999340763,43.953904998488724,6657.0
1780496445,13,,Aggregated,6.500000,0.000000,5,5,5,5,6,6,7,9,9,9,9,322,0,5,5.668404633572932,3.3528399999340763,43.953904998488724,6657.0
1780496446,13,GET,/glossaries/,6.600000,0.000000,5,5,5,5,6,6,7,9,9,9,9,334,0,5,5.657431275487865,3.3528399999340763,43.953904998488724,6657.0
1780496446,13,,Aggregated,6.600000,0.000000,5,5,5,5,6,6,7,9,9,9,9,334,0,5,5.657431275487865,3.3528399999340763,43.953904998488724,6657.0
1780496447,13,GET,/glossaries/,6.700000,0.000000,5,5,5,6,6,6,7,9,9,9,9,337,0,5,5.655838881339636,3.3528399999340763,43.953904998488724,6657.0
1780496447,13,,Aggregated,6.700000,0.000000,5,5,5,6,6,6,7,9,9,9,9,337,0,5,5.655838881339636,3.3528399999340763,43.953904998488724,6657.0
1780496448,14,GET,/glossaries/,6.400000,0.000000,5,5,5,5,6,6,7,7,7,7,7,344,0,5,5.6441142209709945,3.3528399999340763,43.953904998488724,6657.0
1780496448,14,,Aggregated,6.400000,0.000000,5,5,5,5,6,6,7,7,7,7,7,344,0,5,5.6441142209709945,3.3528399999340763,43.953904998488724,6657.0
1780496449,14,GET,/glossaries/,7.200000,0.000000,5,5,5,5,6,6,7,7,7,7,7,352,0,5,5.62386257957893,3.3528399999340763,43.953904998488724,6657.0
1780496449,14,,Aggregated,7.200000,0.000000,5,5,5,5,6,6,7,7,7,7,7,352,0,5,5.62386257957893,3.3528399999340763,43.953904998488724,6657.0
1780496450,14,GET,/glossaries/,6.900000,0.000000,5,5,5,5,6,6,7,7,7,7,7,359,0,5,5.61247727301307,3.3528399999340763,43.953904998488724,6657.0
1780496450,14,,Aggregated,6.900000,0.000000,5,5,5,5,6,6,7,7,7,7,7,359,0,5,5.61247727301307,3.3528399999340763,43.953904998488724,6657.0
1780496451,14,GET,/glossaries/,6.900000,0.000000,5,5,5,5,6,6,7,7,7,7,7,366,0,5,5.604431907138989,3.3528399999340763,43.953904998488724,6657.0
1780496451,14,,Aggregated,6.900000,0.000000,5,5,5,5,6,6,7,7,7,7,7,366,0,5,5.604431907138989,3.3528399999340763,43.953904998488724,6657.0
1780496452,14,GET,/glossaries/,6.900000,0.000000,5,5,5,5,6,6,7,7,7,7,7,374,0,5,5.597201465270262,3.3528399999340763,43.953904998488724,6657.0
1780496452,14,,Aggregated,6.900000,0.000000,5,5,5,5,6,6,7,7,7,7,7,374,0,5,5.597201465270262,3.3528399999340763,43.953904998488724,6657.0
1780496453,14,GET,/glossaries/,7.000000,0.000000,5,5,5,5,6,6,7,7,7,7,7,378,0,5,5.594676240771487,3.3528399999340763,43.953904998488724,6657.0
1780496453,14,,Aggregated,7.000000,0.000000,5,5,5,5,6,6,7,7,7,7,7,378,0,5,5.594676240771487,3.3528399999340763,43.953904998488724,6657.0
1780496454,14,GET,/glossaries/,7.100000,0.000000,5,5,5,5,6,6,7,7,7,7,7,387,0,5,5.578242335941374,3.3528399999340763,43.953904998488724,6657.0
1780496454,14,,Aggregated,7.100000,0.000000,5,5,5,5,6,6,7,7,7,7,7,387,0,5,5.578242335941374,3.3528399999340763,43.953904998488724,6657.0
1780496455,14,GET,/glossaries/,7.100000,0.000000,5,5,5,5,6,6,7,7,7,7,7,393,0,5,5.569563516566433,3.3528399999340763,43.953904998488724,6657.0
1780496455,14,,Aggregated,7.100000,0.000000,5,5,5,5,6,6,7,7,7,7,7,393,0,5,5.569563516566433,3.3528399999340763,43.953904998488724,6657.0
1780496456,15,GET,/glossaries/,6.800000,0.000000,5,5,5,5,6,6,7,7,7,7,7,404,0,5,5.55574878716029,3.3528399999340763,43.953904998488724,6657.0
1780496456,15,,Aggregated,6.800000,0.000000,5,5,5,5,6,6,7,7,7,7,7,404,0,5,5.55574878716029,3.3528399999340763,43.953904998488724,6657.0
1780496457,15,GET,/glossaries/,7.000000,0.000000,5,5,5,5,6,6,6,7,7,7,7,411,0,5,5.542897622896336,3.3528399999340763,43.953904998488724,6657.0
