timestamp,requests_per_sec,cpu_percent,memory_bytes,errors_per_sec
2026-01-25 20:36:16.686697960,-1.2828981801339328,-0.9733871178617978,3881562112,0.0
2026-01-25 20:36:21.690880060,-1.2828981801339328,0.09368324080513356,3884818432,0.0
2026-01-25 20:36:26.699912786,-1.2828981801339328,-1.186801189595184,3887513600,0.0
2026-01-25 20:36:31.704166174,-1.2828981801339328,0.09368324080513356,3882262528,0.0
2026-01-25 20:36:36.706802607,-1.2828981801339328,-1.0800941537284912,3882139648,0.0
2026-01-25 20:36:41.710930347,-1.2828981801339328,-0.2264378667949459,3876429824,0.0
2026-01-25 20:36:46.715476990,-1.2828981801339328,-1.186801189595184,3873718272,0.0
2026-01-25 20:36:51.719812155,-1.2828981801339328,-0.2264378667949459,3883409408,0.0
2026-01-25 20:36:56.725015640,-1.2828981801339328,-1.0800941537284912,3884236800,0.0
2026-01-25 20:37:01.729158163,-1.2828981801339328,-0.43985193852833215,3886075904,0.0
2026-01-25 20:37:06.732383251,-1.2828981801339328,0.7339254560052922,3889131520,0.0
2026-01-25 20:37:11.736488819,-1.2828981801339328,-0.5465589743950253,3884617728,0.0
2026-01-25 20:37:16.740188837,-1.2828981801339328,-1.186801189595184,3889807360,0.0
2026-01-25 20:37:21.743943691,-1.2828981801339328,-0.2264378667949459,3883462656,0.0
2026-01-25 20:37:26.747764111,-1.2828981801339328,-1.2935082254618773,3883577344,0.0
2026-01-25 20:37:31.752063036,-1.2828981801339328,-0.11973083092825268,3880546304,0.0
2026-01-25 20:37:36.755055189,-1.2828981801339328,-1.2935082254618773,3887362048,0.0
2026-01-25 20:37:41.759234905,-1.2828981801339328,-0.33314490266163915,3889885184,0.0
2026-01-25 20:37:46.762850285,-1.2828981801339328,-1.186801189595184,3890081792,0.0
2026-01-25 20:37:51.766920567,-1.2828981801339328,-0.33314490266163915,3888504832,0.0
2026-01-25 20:37:56.772254944,-1.2828981801339328,-1.186801189595184,3888779264,0.0
2026-01-25 20:38:01.775982618,-1.2828981801339328,-0.33314490266163915,3888566272,0.0
2026-01-25 20:38:06.778674841,-1.2828981801339328,0.9473395277386787,3860643840,0.0
2026-01-25 20:38:11.782242298,-1.2828981801339328,-0.33314490266163915,3810820096,0.0
2026-01-25 20:38:16.785944939,-1.2577235773234026,-0.33314490266163915,3845881856,0.0
2026-01-25 20:38:21.791791201,-1.2325705352303302,0.09368324080513356,3844571136,0.0
2026-01-25 20:38:26.795790911,-1.2073788552804896,-1.0800941537284912,3845787648,0.0
2026-01-25 20:38:31.799516916,-1.2325492096197173,-0.01302379506155968,3855081472,0.0
2026-01-25 20:38:36.801679850,-1.0814393660395583,-0.9733871178617978,3857764352,0.0
2026-01-25 20:38:41.805541992,-0.9052911748790455,0.413804348405213,3843891200,0.0
2026-01-25 20:38:46.810732365,-0.9305585006074576,-0.8666800819951047,3847225344,0.0
2026-01-25 20:38:51.814424753,-0.9052783642773365,0.09368324080513356,3854487552,0.0
2026-01-25 20:38:56.818810701,-0.9053306987432927,-0.7599730461284115,3856326656,0.0
2026-01-25 20:39:01.823390484,-0.678813607847103,0.3070973125385198,3848376320,0.0
2026-01-25 20:39:06.827003717,-0.5779966725576149,1.4808747070721444,3868643328,0.0
2026-01-25 20:39:11.830493927,-0.5024523965624298,0.5205113842719062,3863511040,0.0
2026-01-25 20:39:16.834222794,-0.5276640542473338,-0.5465589743950253,3866451968,0.0
2026-01-25 20:39:21.837997913,-0.5780195116932748,0.20039027667182654,3855220736,0.0
2026-01-25 20:39:26.842082977,-0.2759910236964789,-0.43985193852833215,3855835136,0.0
2026-01-25 20:39:31.846680880,-0.0747334098972739,0.7339254560052922,3855413248,0.0
2026-01-25 20:39:36.849140406,-0.20012125535319322,-0.43985193852833215,3854790656,0.0
2026-01-25 20:39:41.853343010,-0.0998100607361902,0.8406324918719855,3849764864,0.0
2026-01-25 20:39:46.856784344,-0.17515780729939057,-0.43985193852833215,3850948608,0.0
2026-01-25 20:39:51.860557079,0.4289508303078987,0.7339254560052922,3850694656,0.0
2026-01-25 20:39:56.863984108,0.15213329225278752,-0.11973083092825268,3850170368,0.0
2026-01-25 20:40:01.867379904,0.15214204504442808,0.627218420138599,3855167488,0.0
2026-01-25 20:40:06.870222092,0.2026589176045528,2.121116922272303,3876413440,0.0
2026-01-25 20:40:11.874147892,0.3533780263805034,0.9473395277386787,3843706880,0.0
2026-01-25 20:40:16.879574776,0.6800444219207458,0.09368324080513356,3839307776,0.0
2026-01-25 20:40:21.883274317,0.605198200198626,0.9473395277386787,3828531200,0.0
2026-01-25 20:40:26.887039185,0.6555221296158472,-0.11973083092825268,3826221056,0.0
2026-01-25 20:40:31.890461206,0.5801269103967661,1.9077028505389169,3831062528,0.0
2026-01-25 20:40:36.894232035,0.8065653790773653,0.413804348405213,3834941440,0.0
2026-01-25 20:40:41.898105145,0.9323913953161975,1.3741676712054511,3836616704,0.0
2026-01-25 20:40:46.901939392,1.0582783037764631,0.413804348405213,3836067840,0.0
2026-01-25 20:40:51.906071901,0.8819316807768861,1.054046563605372,3832274944,0.0
2026-01-25 20:40:56.909898281,0.8317161625199565,0.20039027667182654,3829096448,0.0
2026-01-25 20:41:01.914155483,1.2342831210859788,1.3741676712054511,3832958976,0.0
2026-01-25 20:41:06.916163683,1.3613305497080728,3.7217224602727,3834761216,0.0
2026-01-25 20:41:11.919888735,1.2345508253845874,1.3741676712054511,3839221760,0.0
2026-01-25 20:41:16.924135923,1.3853193382953046,0.627218420138599,3838742528,0.0
2026-01-25 20:41:21.927557707,1.4612875569517907,1.4808747070721444,3841044480,0.0
2026-01-25 20:41:26.931239128,1.7380669681678524,0.5205113842719062,3837845504,0.0
2026-01-25 20:41:31.934547663,1.7634687004966083,1.3741676712054511,3840233472,0.0
2026-01-25 20:41:36.937271118,1.537209207397495,0.5205113842719062,3843616768,0.0
2026-01-25 20:41:41.941131592,1.737958869446735,1.6942887788055303,3831291904,0.0
2026-01-25 20:41:46.945047379,1.6120578246178945,0.627218420138599,3830448128,0.0
2026-01-25 20:41:51.948662281,1.6122317701395377,1.5875817429388377,3832717312,0.0
2026-01-25 20:41:56.952457190,1.763172735707503,0.7339254560052922,3834556416,0.0
2026-01-25 20:42:01.956855297,1.7124632276212122,1.4808747070721444,3834724352,0.0
2026-01-25 20:42:06.959556103,1.5875812639472684,3.081480245072541,3842846720,0.0
2026-01-25 20:42:11.963745356,1.7629325515391787,1.3741676712054511,3843059712,0.0
2026-01-25 20:42:16.967415810,1.6877240601495629,0.7339254560052922,3841114112,0.0
2026-01-25 20:42:21.970921516,1.5115927163006107,1.4808747070721444,3837427712,0.0
2026-01-25 20:42:26.974786758,1.7127822060008835,0.5205113842719062,3838861312,0.0
2026-01-25 20:42:31.978538513,1.612152864425972,1.4808747070721444,3842310144,0.0
2026-01-25 20:42:36.980186462,1.6133703119023917,0.627218420138599,3845926912,0.0
2026-01-25 20:42:41.983766079,1.6626027685231708,1.5875817429388377,3829633024,0.0
2026-01-25 20:42:46.989622116,1.5857719775783652,0.7339254560052922,3830808576,0.0
2026-01-25 20:42:51.993502617,1.7882941949776918,1.4808747070721444,3834908672,0.0
2026-01-25 20:42:57.000270844,1.7613636517599744,0.627218420138599,3834159104,0.0
2026-01-25 20:43:02.003911495,1.7884412659775883,1.4808747070721444,3830071296,0.0
2026-01-25 20:43:07.006454229,1.6128525439182002,2.974773209205848,3846459392,0.0
2026-01-25 20:43:12.010315895,1.586915333278715,1.5875817429388377,3835301888,0.0
2026-01-25 20:43:17.014155626,1.76314530490468,0.9473395277386787,3839315968,0.0
2026-01-25 20:43:22.017928600,1.6121404495829317,1.6942887788055303,3843473408,0.0
2026-01-25 20:43:27.021374941,1.7382089044675109,0.7339254560052922,3842916352,0.0
2026-01-25 20:43:32.024836302,1.5619691175601624,1.5875817429388377,3844640768,0.0
2026-01-25 20:43:37.027246237,1.7136537128771356,0.627218420138599,3843739648,0.0
2026-01-25 20:43:42.030788422,1.637449393823679,1.5875817429388377,3841200128,0.0
